City;Latitude;Longitude;Country;Population
Marysville;480812;-1221559;United States;163547
Cary;357815;-788162;United States;162320
Murfreesboro;358510;-864093;United States;161634
Muskegon;432280;-862560;United States;161058
Springfield;397713;-896538;United States;160570
Manchester;429844;-714445;United States;159744
Hayward;376327;-1220776;United States;158937
Lafayette;403990;-868592;United States;157955
Port Arthur;298554;-939264;United States;157732
Palmdale;345945;-1181058;United States;157356
Alexandria;388184;-770861;United States;155810
Champaign;401148;-882731;United States;155368
Gainesville;342903;-838299;United States;154859
Lakewood;396977;-1051170;United States;154393
Pasadena;296583;-951498;United States;153351
Lake Charles;302030;-932150;United States;153097
Tuscaloosa;332349;-875268;United States;153060
Sunnyvale;373846;-1220261;United States;152771
Pomona;340585;-1177625;United States;152494
Binghamton;421014;-759092;United States;152392
Frederick;394334;-774154;United States;152047
Hollywood;260293;-801679;United States;151998
Kansas City;391234;-947443;United States;151709
Escondido;331349;-1170721;United States;151613
New Bedford;416697;-709428;United States;149390
Topeka;390347;-956955;United States;149220
Odessa;318831;-1023407;United States;149088
Warner Robins;325981;-836528;United States;148686
Joliet;415201;-881503;United States;148262
Beaumont;300849;-941451;United States;147935
Panama City;301985;-856153;United States;147788
Torrance;338346;-1183417;United States;147195
Elkhart;416919;-859620;United States;147181
Naperville;417483;-881656;United States;147122
Paterson;409147;-741624;United States;147000
Charleston;383484;-816323;United States;146462
Leesburg;287674;-818983;United States;146398
Houma;295799;-907058;United States;146174
Fairfield;382593;-1220319;United States;145665
Mesquite;327621;-965888;United States;143736
Merced;373057;-1204779;United States;143272
Midland;320278;-1021107;United States;142680
Pasadena;341598;-1181389;United States;142059
Bellevue;475953;-1221550;United States;141400
Pueblo;382701;-1046130;United States;141280
Tyler;323184;-953065;United States;140857
Fullerton;338841;-1179279;United States;140721
Orange;338038;-1178219;United States;140504
Santa Maria;349334;-1204433;United States;139270
Columbia;389475;-923263;United States;138675
Miramar;259773;-803357;United States;138449
Yuma;325990;-1145489;United States;137936
Harlingen;261914;-976977;United States;137119
Thornton;399202;-1049445;United States;136703
West Valley City;406889;-1120115;United States;136574
Olathe;388840;-948194;United States;135473
Hampton;370551;-763629;United States;135410
Grand Junction;390881;-1085675;United States;135389
Warren;424934;-830270;United States;135125
Bloomington;404756;-889698;United States;135015
Las Cruces;323265;-1067893;United States;134050
Yakima;465926;-1205492;United States;133687
Carrollton;329885;-969001;United States;133351
Mauldin;347864;-822997;United States;132708
Surprise;336802;-1124525;United States;132677
Roseville;387683;-1213164;United States;132671
Sterling Heights;425810;-830304;United States;132427
Greeley;404150;-1047697;United States;131900
Racine;427274;-878135;United States;131517
Coral Springs;262702;-802593;United States;130059
Stamford;411035;-735583;United States;129113
Elizabeth;406655;-741918;United States;128640
Kent;473887;-1222128;United States;127514
Greenville;355958;-773764;United States;127464
Simi Valley;342663;-1187490;United States;127308
Boulder;400274;-1052514;United States;127190
Johnson City;363404;-823803;United States;127134
Burlington;360761;-794692;United States;126491
Santa Clara;373646;-1219679;United States;125948
Fort Smith;353494;-943695;United States;125699
Kenosha;425861;-878755;United States;124580
Bellingham;487534;-1224683;United States;123933
Lynchburg;374004;-791911;United States;123795
South Lyon;424613;-836526;United States;123555
Billings;457892;-1085498;United States;121550
Berkeley;378723;-1222760;United States;121240
Round Rock;305253;-976659;United States;120892
Duluth;467797;-921334;United States;120418
Redding;405698;-1223650;United States;120288
Yuba City;391357;-1216381;United States;120159
Saginaw;434199;-839500;United States;120088
Leominster;425209;-717717;United States;119538
Seaside;366224;-1218191;United States;118670
Monroe;325184;-920775;United States;117673
Arvada;398321;-1051508;United States;117453
Independence;390871;-943503;United States;117030
Iowa City;416558;-915304;United States;116891
Kingsport;365220;-825452;United States;116745
Dover;391600;-755204;United States;116114
El Monte;340739;-1180291;United States;115807
Rock Hill;349413;-810260;United States;115755
Abilene;324543;-997384;United States;115285
Rochester;440152;-924776;United States;114976
Norman;352335;-973471;United States;114444
Clearwater;279787;-827623;United States;114361
Utica;430961;-752260;United States;114350
Bloomington;391637;-865257;United States;114140
Carlsbad;331246;-1172836;United States;113952
Westminster;398837;-1050627;United States;113875
Texas City;294127;-949658;United States;113847
West Jordan;406024;-1120008;United States;113699
Saint Cloud;455339;-941718;United States;113649
Pearland;295585;-953201;United States;113570
Richardson;329717;-967092;United States;113347
Downey;339379;-1181312;United States;113267
Temecula;334928;-1171315;United States;113054
Costa Mesa;336667;-1179135;United States;112822
Waterloo;424920;-923522;United States;112635
Elgin;420385;-883227;United States;112123
Coeur d'Alene;477041;-1167928;United States;112088
El Centro;327873;-1155578;United States;111733
Gresham;455023;-1224414;United States;111523
Saint George;370769;-1135771;United States;111090
Gilroy;370048;-1215843;United States;111004
Inglewood;339566;-1183444;United States;110654
Cambridge;423758;-711184;United States;110651
Lowell;426389;-713217;United States;110558
Santa Fe;356619;-1059818;United States;110208
Centennial;395927;-1048674;United States;109932
Richmond;379477;-1223390;United States;109813
Pompano Beach;262428;-801312;United States;109393
North Charleston;329086;-800705;United States;109298
Pottstown;402508;-756445;United States;109052
Everett;479524;-1221672;United States;109043
Burlington;444877;-732314;United States;108331
West Palm Beach;267468;-801315;United States;108161
West Covina;340555;-1179112;United States;107847
Broken Arrow;360367;-957808;United States;107403
Salisbury;383755;-755883;United States;107026
Sioux City;424959;-963901;United States;106740
Eau Claire;448202;-914948;United States;106681
Clovis;368283;-1196851;United States;106583
Daly City;376863;-1224684;United States;106472
Norwalk;339069;-1180829;United States;106178
Turlock;375053;-1208588;United States;106100
Sandy Springs;339366;-843703;United States;105703
Hillsboro;455289;-1229373;United States;105164
Lewisville;330453;-969823;United States;104659
Burbank;341880;-1183234;United States;104447
Chico;397568;-1218160;United States;104302
San Mateo;375522;-1223122;United States;103959
El Cajon;328017;-1169604;United States;103768
Rialto;341128;-1173885;United States;103314
La Crosse;438234;-912279;United States;102427
League City;294873;-951090;United States;102010
Davie;260789;-802870;United States;101871
Jacksonville;347323;-773962;United States;101865
Vista;331895;-1172386;United States;101659
Holland;427676;-860984;United States;101421
Renton;474757;-1221904;United States;100953
Longview;325192;-947622;United States;100852
Temple;311077;-973899;United States;100641
San Angelo;314424;-1004503;United States;100472
Logan;417403;-1118418;United States;99909
Charlottesville;380374;-784856;United States;99664
Bend;440562;-1213087;United States;99634
Wichita Falls;339072;-985293;United States;99596
Allen;331087;-966735;United States;99179
Vacaville;383592;-1219686;United States;99059
Sparks;395727;-1197131;United States;98345
Longmont;401691;-1050995;United States;97835
Middletown;395032;-843659;United States;97742
Beaverton;454779;-1228168;United States;97590
Compton;338930;-1182275;United States;97550
Orem;402988;-1116990;United States;97499
Bismarck;468127;-1007694;United States;96857
Federal Way;473091;-1223358;United States;96757
Spokane Valley;476625;-1172345;United States;96340
Idaho Falls;434878;-1120359;United States;96166
Boca Raton;263749;-801078;United States;96114
Rio Rancho;352873;-1066979;United States;96028
Lawrence;389603;-952643;United States;95800
Manteca;377938;-1212271;United States;95797
Brockton;420821;-710242;United States;95630
Meridian;436182;-1163980;United States;95623
Mandeville;303750;-900906;United States;95576
South Gate;339448;-1181926;United States;95538
San Marcos;331350;-1171743;United States;95261
Portsmouth;368468;-763540;United States;95252
Vineland;394652;-749981;United States;94943
Roswell;340391;-843513;United States;94598
Dearborn;423127;-832130;United States;94444
Slidell;302881;-897828;United States;94320
Tracy;377254;-1214447;United States;94277
Prescott Valley;345983;-1123178;United States;94154
Livonia;423972;-833733;United States;94041
Sunrise;261547;-802998;United States;93734
Hesperia;343974;-1173144;United States;93724
Quincy;422516;-710183;United States;93688
Blacksburg;372300;-804277;United States;93560
Terre Haute;394654;-873763;United States;92841
Carson;338374;-1182559;United States;92797
Plantation;261260;-802617;United States;92706
Lynn;424778;-709662;United States;92697
Florence;341782;-797850;United States;92614
Santa Monica;340232;-1184813;United States;92478
Lawton;346171;-984204;United States;92299
Lafayette;399946;-1050996;United States;91767
Westminster;337523;-1179938;United States;91565
Dover;431887;-708845;United States;91514
Albany;315776;-841762;United States;91284
Portsmouth;430580;-707826;United States;91193
Edmond;356689;-974159;United States;91191
Carmel;399658;-861461;United States;91065
Hanford;363260;-1196539;United States;90515
San Leandro;377071;-1221601;United States;90465
Fishers;399590;-859680;United States;90127
Livermore;376863;-1217607;United States;89840
Decatur;398555;-889337;United States;89653
Lees Summit;389172;-943816;United States;89467
Suffolk;366953;-766398;United States;89273
Muncie;401989;-853950;United States;89186
Newton;423317;-712085;United States;89045
Missoula;468687;-1140089;United States;89017
Fall River;417136;-711014;United States;88930
Rapid City;440709;-1032200;United States;88533
Menifee;336909;-1171849;United States;88531
Norwalk;411144;-734215;United States;88438
Jackson;422430;-844038;United States;88394
Auburn;326084;-854897;United States;88379
Waukegan;423697;-878716;United States;88182
Sugar Land;295956;-956283;United States;88177
Hawthorne;339147;-1183476;United States;88031
Bowling Green;369725;-864371;United States;87976
Chino;339836;-1176653;United States;87776
Napa;382982;-1223011;United States;87733
Kirkland;476996;-1221982;United States;87701
Dalton;347688;-849711;United States;87688
Edinburg;263183;-981622;United States;87650
Citrus Heights;386948;-1212880;United States;87432
State College;407910;-778568;United States;87374
Whittier;339678;-1180188;United States;86883
Newport Beach;336151;-1178669;United States;86688
Anderson;400875;-856921;United States;86565
O'Fallon;387853;-907178;United States;86274
Joplin;370766;-945016;United States;86144
Clifton;408631;-741575;United States;85845
Alhambra;340840;-1181355;United States;85474
Bloomington;448306;-933150;United States;85319
Hoover;333761;-868065;United States;84978
Redwood City;375026;-1222251;United States;84950
Port Huron;429823;-824387;United States;84361
Mount Pleasant;328532;-798269;United States;84170
Johns Creek;340333;-842027;United States;83873
Troy;425817;-831458;United States;83641
Mission;262040;-983251;United States;83563
Bryan;306661;-963670;United States;83260
Lake Forest;336606;-1176712;United States;83240
Buena Park;338572;-1180046;United States;83156
Springfield;399304;-837961;United States;83115
Largo;279088;-827714;United States;83065
Alexandria;312923;-924700;United States;82995
Cicero;418445;-877593;United States;82992
Conroe;303174;-954705;United States;82286
Madera;369640;-1200803;United States;82278
Pleasanton;376660;-1218805;United States;82270
Hattiesburg;313073;-893169;United States;81995
Williamsburg;372691;-767075;United States;81840
Warwick;417061;-714334;United States;81579
Westland;423192;-833806;United States;81545
Somerville;423908;-711013;United States;81322
Melbourne;281152;-806530;United States;81185
Lakewood;338471;-1181222;United States;81138
Farmington Hills;424860;-833771;United States;81129
Cranston;417658;-714858;United States;81034
Texarkana;334487;-940814;United States;80888
Alton;389033;-901523;United States;80871
Saint Joseph;397598;-948210;United States;80849
Mountain View;374001;-1220796;United States;80447
Tustin;337309;-1178106;United States;80395
Lawrence;427003;-711626;United States;80209
Valdosta;308503;-832789;United States;79844
Deerfield Beach;263050;-801278;United States;79764
Brooklyn Park;451112;-933505;United States;79707
New Rochelle;409305;-737836;United States;79557
Parma;413842;-817286;United States;79425
Cheyenne;411418;-1047943;United States;79217
Kokomo;404640;-861277;United States;79048
Alameda;377670;-1222673;United States;78906
Chino Hills;339508;-1177254;United States;78822
Kankakee;411019;-878643;United States;78682
Newark;400703;-824252;United States;78563
Springdale;361897;-941574;United States;78557
Florence;348300;-876658;United States;78321
Anderson;345210;-826477;United States;78138
Wheeling;400753;-806951;United States;78088
Flagstaff;351867;-1116175;United States;78065
Lebanon;403412;-764228;United States;77839
Bellflower;338880;-1181271;United States;77790
Milpitas;374338;-1218921;United States;77528
Auburn;473039;-1222108;United States;77472
Pharr;261687;-981904;United States;77320
Folsom;386751;-1211476;United States;77271
Watsonville;369206;-1217706;United States;77266
Goodyear;332613;-1123622;United States;77258
Plymouth;450225;-934617;United States;77216
Battle Creek;422985;-852295;United States;77174
Fort Myers;266197;-818306;United States;77146
Hammond;416170;-874908;United States;77134
Elizabethtown;377033;-858771;United States;77016
Altoona;405084;-784010;United States;76943
Loveland;404168;-1050622;United States;76897
Lake Jackson;290520;-954518;United States;76721
Upland;341178;-1176603;United States;76684
Porterville;360636;-1190332;United States;76512
Baldwin Park;340829;-1179720;United States;76464
Gary;415906;-873472;United States;76424
Anniston;336713;-858137;United States;76350
Perris;337897;-1172233;United States;76331
Saint Augustine;298979;-813100;United States;76129
Baytown;297607;-949628;United States;75992
Layton;410773;-1119618;United States;75655
San Ramon;377625;-1219366;United States;75639
Boynton Beach;265282;-800812;United States;75569
Wyoming;428909;-857067;United States;75567
Davis;385552;-1217365;United States;75553
Arlington Heights;420955;-879825;United States;75525
Hilton Head Island;321896;-807499;United States;75328
Union City;376030;-1220187;United States;75322
Bethlehem;406266;-753679;United States;75293
Oshkosh;440242;-885610;United States;75057
Evanston;420463;-876942;United States;74895
Franklin;359215;-868522;United States;74794
Zephyrhills;282404;-821796;United States;74712
Missouri City;295634;-955377;United States;74561
Bolingbrook;416911;-881012;United States;74518
Schaumburg;420307;-880838;United States;74446
Camden;399361;-751072;United States;74420
Wausau;449616;-896439;United States;74186
Camarillo;342230;-1190325;United States;74152
New Braunfels;296995;-981152;United States;73959
Jackson;356535;-888351;United States;73860
Flower Mound;330344;-971147;United States;73547
Sumter;339393;-803929;United States;73468
Mansfield;407655;-825276;United States;73450
Rochester Hills;426645;-831563;United States;73422
Morgantown;396379;-799468;United States;73183
Southfield;424765;-832605;United States;73100
Owensboro;377574;-871181;United States;73011
Winchester;391734;-781745;United States;72928
San Marcos;298766;-979311;United States;72928
Jonesboro;358211;-906793;United States;72838
New Britain;416758;-727862;United States;72558
Apple Valley;345329;-1172102;United States;72553
Harrisonburg;384362;-788735;United States;72470
Waukesha;430088;-882462;United States;72363
Conway;350754;-924696;United States;72360
Rancho Cordova;385739;-1212521;United States;72326
Dothan;312335;-854066;United States;71899
Lauderhill;261605;-802241;United States;71626
Cleveland;351816;-848709;United States;71601
Lodi;381218;-1212933;United States;71515
Wilmington;397349;-755286;United States;71442
Pawtucket;418743;-713744;United States;71427
Wenatchee;474251;-1203290;United States;71426
Redlands;340512;-1171710;United States;71288
Lynwood;339240;-1182017;United States;71187
Pittsburg;380190;-1218970;United States;70679
Passaic;408574;-741281;United States;70635
Pasco;462499;-1191271;United States;70579
Bristol;365572;-822144;United States;70560
Pocatello;428716;-1124660;United States;70445
Sheboygan;437448;-877317;United States;70436
Janesville;426855;-890137;United States;70299
Lima;407409;-841121;United States;70296
Weston;261003;-804052;United States;70015
West Bend;434184;-881823;United States;69810
North Richland Hills;328605;-972180;United States;69798
Decatur;345733;-869919;United States;69660
Hammond;305059;-904561;United States;69616
Maple Grove;451088;-934626;United States;69576
Union City;407675;-740323;United States;69296
Saint Charles;387957;-905155;United States;69293
Casper;428430;-1063205;United States;69224
Walnut Creek;379025;-1220398;United States;69122
South Jordan;405571;-1119783;United States;69034
Daphne;306291;-878872;United States;68940
Cedar Park;305133;-978180;United States;68918
Dubuque;425007;-907064;United States;68873
Victoria;288284;-969848;United States;68845
Woodbury;449056;-929231;United States;68820
Palatine;421181;-880430;United States;68766
Mount Vernon;484203;-1223114;United States;68613
Carbondale;377219;-892237;United States;68540
Bossier City;325227;-936665;United States;68485
Mount Vernon;409136;-738291;United States;68344
Yorba Linda;338890;-1177714;United States;68235
Weirton;404060;-805671;United States;68173
Homestead;254664;-804472;United States;67996
Redondo Beach;338574;-1183766;United States;67867
Ames;420262;-936275;United States;67841
Gaithersburg;391347;-772130;United States;67776
Bay City;435903;-838886;United States;67712
DeKalb;419299;-887478;United States;67501
Hanover;398118;-769835;United States;67480
Delray Beach;264550;-800905;United States;67371
Georgetown;306669;-976940;United States;67140
Kenner;300109;-902549;United States;67089
Palo Alto;373917;-1221465;United States;67024
Fairbanks;648353;-1476533;United States;66996
South San Francisco;376537;-1224197;United States;66980
Saratoga Springs;430674;-737775;United States;66945
Petaluma;382423;-1226267;United States;66940
Rockville;390834;-771553;United States;66940
Sherman;336266;-966195;United States;66791
Daytona Beach;291959;-810935;United States;66645
Broomfield;399541;-1050526;United States;66529
Grand Forks;479120;-970751;United States;66487
Eagan;448168;-931638;United States;66428
Los Lunas;348092;-1067663;United States;66411
North Little Rock;347813;-922378;United States;66278
Bayonne;406659;-741141;United States;66238
Great Falls;475016;-1112993;United States;65960
Rocky Mount;359675;-778047;United States;65851
Mansfield;325692;-971208;United States;65631
Corvallis;445697;-1232781;United States;65465
Michigan City;417098;-868705;United States;65356
Alpharetta;340704;-842739;United States;65338
Parkersburg;392624;-815419;United States;65331
Laguna Niguel;335275;-1177050;United States;65328
San Clemente;334498;-1176103;United States;65309
Tamarac;262057;-802547;United States;65199
Shawnee;390158;-948076;United States;65194
Longview;461471;-1229642;United States;65156
Elmira;420938;-768097;United States;65104
Rogers;363172;-941515;United States;65021
Schenectady;428025;-739276;United States;64913
Johnstown;403258;-789194;United States;64842
East Orange;407651;-742118;United States;64789
Buckeye;334318;-1126430;United States;64629
West Des Moines;415527;-937803;United States;64560
Skokie;420360;-877400;United States;64270
Lake Elsinore;336847;-1173346;United States;64205
Eden Prairie;448487;-934595;United States;63914
Wellington;266464;-802708;United States;63900
Jupiter;269195;-801123;United States;63813
Glens Falls;433109;-736459;United States;63793
Sammamish;476045;-1220446;United States;63773
Pico Rivera;339902;-1180888;United States;63635
Beloit;425230;-890184;United States;63470
Monessen;401519;-798828;United States;63467
Montebello;340155;-1181107;United States;63335
Encinitas;330492;-1172613;United States;63131
Waltham;423889;-712423;United States;63002
Blaine;451696;-932078;United States;62892
Haverhill;427838;-710871;United States;62873
Rocklin;388078;-1212491;United States;62787
Tulare;361996;-1193400;United States;62779
Council Bluffs;412369;-958518;United States;62524
Sebring;274771;-814530;United States;62473
Redmond;476776;-1221176;United States;62458
Gadsden;340090;-860156;United States;62402
San Luis Obispo;352671;-1206689;United States;62391
Coon Rapids;451756;-933095;United States;62359
Hamilton;393938;-845652;United States;62127
Rowlett;329165;-965494;United States;61999
Lakeville;446777;-932522;United States;61938
Springfield;440538;-1229810;United States;61893
Beckley;377878;-811841;United States;61693
La Habra;339278;-1179513;United States;61664
Moore;353294;-974758;United States;61415
Burnsville;447648;-932794;United States;61290
Taylor;422260;-832688;United States;61177
Eastvale;339617;-1175803;United States;61151
National City;326654;-1170983;United States;61147
Lehi;404140;-1118729;United States;61130
Mankato;441720;-939782;United States;61115
Port Orange;291084;-810136;United States;61105
Monterey Park;340497;-1181325;United States;61075
Marietta;339532;-845420;United States;60941
Malden;424305;-710576;United States;60840
Lakewood;471627;-1225299;United States;60665
Cupertino;373167;-1220465;United States;60643
Brentwood;379356;-1217190;United States;60532
Albany;446274;-1230966;United States;60463
Taylorsville;406570;-1119493;United States;60436
Benton Harbor;421160;-864484;United States;60298
Noblesville;400354;-860056;United States;60183
Bristol;416812;-729407;United States;60147
Morristown;362043;-833000;United States;60098
West Allis;430068;-880296;United States;60087
Gardena;338944;-1183073;United States;60048
Goldsboro;353777;-779721;United States;59969
La Mesa;327703;-1170203;United States;59948
Saint Clair Shores;424922;-828957;United States;59775
Pontiac;426493;-832878;United States;59698
Meriden;415367;-727943;United States;59622
Coconut Creek;262803;-801842;United States;59405
Midland;436239;-842316;United States;59343
Bangor;448322;-687906;United States;59259
Chapel Hill;359271;-790387;United States;59246
Pflugerville;304544;-976053;United States;59245
Novi;424786;-834893;United States;59211
Woodland;386712;-1217500;United States;59117
Royal Oak;425084;-831539;United States;59006
San Rafael;379905;-1225222;United States;58954
Huntington Park;339800;-1182167;United States;58879
Orland Park;416075;-878618;United States;58862
Lewiston;440915;-701681;United States;58664
Ankeny;417279;-936033;United States;58627
Bartlett;352337;-898195;United States;58622
Sanford;287892;-812760;United States;58605
Arcadia;341342;-1180373;United States;58523
Jefferson City;385677;-921757;United States;58439
Columbus;392094;-859178;United States;58406
Bowie;389577;-767421;United States;58393
White Plains;410220;-737548;United States;58241
Des Plaines;420343;-879008;United States;58141
Staunton;381593;-790608;United States;58077
Doral;258150;-803565;United States;57947
Margate;262465;-802119;United States;57870
Santee;328555;-1169848;United States;57834
Hot Springs;344915;-930488;United States;57744
Castle Rock;393761;-1048536;United States;57666
Casa Grande;329070;-1117623;United States;57635
Carson City;391512;-1197474;United States;57522
Middletown;414458;-744228;United States;57478
Manhattan;391883;-966050;United States;57442
Midwest City;354630;-973710;United States;57305
Saint Peters;387825;-906061;United States;57289
Medford;424234;-711087;United States;57213
Titusville;285725;-808193;United States;57193
Hendersonville;363063;-865997;United States;57050
New Brunswick;404870;-744450;United States;56910
Taunton;419036;-710943;United States;56843
Tinley Park;415671;-878049;United States;56831
Diamond Bar;339992;-1178161;United States;56793
Smyrna;338640;-845169;United States;56664
Pittsfield;424517;-732605;United States;56628
Greenwood;396019;-861073;United States;56545
Fountain Valley;337105;-1179514;United States;56529
Walla Walla;460678;-1183364;United States;56509
Oak Lawn;417139;-877528;United States;56257
East Stroudsburg;410023;-751779;United States;56230
Novato;380920;-1225576;United States;56004
Chicopee;421764;-725719;United States;55991
Kingston;419295;-739968;United States;55793
Dearborn Heights;423164;-832769;United States;55761
Berwyn;418433;-877909;United States;55748
Bradenton;274900;-825746;United States;55687
Hempstead;407043;-736193;United States;55555
Watertown;439734;-759094;United States;55436
Shoreline;477563;-1223425;United States;55333
Kettering;396956;-841495;United States;55306
Hazleton;409504;-759724;United States;55301
Grants Pass;424334;-1233318;United States;55265
Cape Girardeau;373107;-895595;United States;55253
Cartersville;341631;-848007;United States;55195
Williamsport;412398;-770371;United States;55100
Ithaca;424442;-765032;United States;54992
Richland;462828;-1192939;United States;54989
Highland;341113;-1171653;United States;54939
Paramount;338976;-1181651;United States;54909
Commerce City;398638;-1048434;United States;54869
Huntersville;354055;-808741;United States;54839
Fond du Lac;437719;-884396;United States;54811
Euless;328507;-970798;United States;54769
Colton;340538;-1173254;United States;54712
Lake Havasu City;345006;-1143115;United States;54662
Arroyo Grande;351243;-1205849;United States;54542
West Haven;412738;-729669;United States;54516
Rosemead;340688;-1180823;United States;54500
Blue Springs;390124;-942722;United States;54431
Hoboken;407452;-740279;United States;54379
Normal;405220;-889877;United States;54264
Brunswick;311450;-814740;United States;54213
Mount Prospect;420653;-879370;United States;54171
Eagle Pass;287118;-1004832;United States;54091
Cathedral City;338363;-1164662;United States;54056
Delano;357670;-1192637;United States;54030
Palm Beach Gardens;268489;-801654;United States;53778
Elyria;413761;-821063;United States;53715
Grand Island;409214;-983585;United States;53556
Lewiston;463936;-1169935;United States;53520
Bellevue;411536;-959357;United States;53505
Twin Falls;425631;-1144637;United States;53412
Wheaton;418560;-881083;United States;53389
West New York;407856;-740093;United States;53343
Yucaipa;340335;-1170426;United States;53309
Southaven;349514;-899787;United States;53214
Revere;424188;-710040;United States;53157
Caldwell;436458;-1166595;United States;53149
Beaufort;324487;-807102;United States;53086
Lompoc;346617;-1204714;United States;53062
West Sacramento;385556;-1215504;United States;52981
Lenexa;389608;-948020;United States;52903
Bloomsburg;410027;-764561;United States;52637
Leesburg;391057;-775543;United States;52607
DeSoto;325992;-968634;United States;52599
City of Milford (balance);412253;-730624;United States;52536
Perth Amboy;405204;-742724;United States;52499
Peabody;425335;-709724;United States;52491
Brookhaven;338746;-843315;United States;52444
Bozeman;456828;-1110545;United States;52391
Minnetonka;449324;-934601;United States;52369
Palm Desert;337378;-1163696;United States;52231
Placentia;338807;-1178553;United States;52228
Pinellas Park;278586;-827075;United States;52137
Grapevine;329343;-970744;United States;51971
Apple Valley;447456;-932006;United States;51957
Chambersburg;399315;-776556;United States;51948
Sierra Vista;315631;-1103153;United States;51927
Tigard;454243;-1227827;United States;51902
Glendora;341449;-1178466;United States;51851
Florissant;387996;-903269;United States;51776
Oak Park;418872;-877899;United States;51774
Hoffman Estates;420638;-881463;United States;51738
Kentwood;428852;-855925;United States;51689
Hinesville;318269;-816216;United States;51673
New Bern;350956;-770723;United States;51491
Aliso Viejo;335792;-1177290;United States;51424
Edina;448913;-933602;United States;51350
Parker;395075;-1047746;United States;51163
Burien;474761;-1223393;United States;50997
Minot;482375;-1012779;United States;50845
Coral Gables;257037;-802715;United States;50815
Plainfield;406153;-744159;United States;50636
Cerritos;338677;-1180686;United States;50555
Lakewood;414824;-818008;United States;50279
Poway;329872;-1170201;United States;50077
Methuen;427340;-711889;United States;49917
Helena;465963;-1120196;United States;49812
Cumberland;396515;-787585;United States;49707
Troy;427354;-736751;United States;49702
Traverse City;447545;-856034;United States;49690
Wilson;357311;-779284;United States;49644
Azusa;341386;-1179124;United States;49628
Roswell;333729;-1045294;United States;49540
Bedford;328464;-971350;United States;49528
Pascagoula;303665;-885507;United States;49504
Downers Grove;417947;-880170;United States;49473
Apopka;287006;-815303;United States;49458
Monroe;419157;-833852;United States;49389
Summerville;330038;-801794;United States;49323
Uniontown;398994;-797244;United States;49241
Murray;406498;-1118875;United States;49230
La Mirada;339025;-1180093;United States;49216
Cuyahoga Falls;411641;-815206;United States;49206
Bullhead City;351205;-1145460;United States;49184
Collierville;350474;-896989;United States;49177
Enid;364061;-978701;United States;49176
Paducah;370711;-886435;United States;49027
Rancho Santa Margarita;336318;-1175989;United States;48969
Cypress;338171;-1180386;United States;48906
Reedley;365988;-1194473;United States;48897
Dunwoody;339418;-843123;United States;48884
East Lansing;427483;-844834;United States;48870
Danville;401422;-876113;United States;48785
Saint Louis Park;449488;-933650;United States;48747
Findlay;410460;-836380;United States;48701
Mishawaka;416733;-861667;United States;48679
Morehead City;347307;-767383;United States;48637
Niagara Falls;430921;-790147;United States;48632
Smyrna;359732;-865242;United States;48596
Covina;340903;-1178817;United States;48549
Rio Grande City;263808;-988215;United States;48516
Portage;422000;-855907;United States;48508
Cedar Hill;325809;-969592;United States;48343
Ceres;375954;-1209624;United States;48278
Stillwater;361315;-970740;United States;48233
Farmington;367559;-1081827;United States;48137
Danville;365831;-794088;United States;48015
Madison;347113;-867617;United States;47959
Wauwatosa;430616;-880347;United States;47945
Lawrence;398674;-859904;United States;47866
Kannapolis;354766;-806391;United States;47839
Saint Cloud;282297;-812853;United States;47809
Pine Bluff;342119;-920174;United States;47784
Wylie;330353;-965170;United States;47701
Palm Springs;338012;-1165380;United States;47689
Lacey;470444;-1227933;United States;47688
Chesterfield;386588;-905805;United States;47659
Roseville;425074;-829370;United States;47602
Sandusky;414472;-827009;United States;47494
Glenview;420825;-878215;United States;47475
San Jacinto;337970;-1169915;United States;47413
Cookeville;361485;-855114;United States;47381
Euclid;415904;-815188;United States;47360
Apex;357248;-788660;United States;47349
East Providence;418064;-713565;United States;47337
Draper;404956;-1118607;United States;47328
Jeffersonville;383377;-857026;United States;47124
Salina;388143;-976151;United States;47123
Bentonville;363579;-942286;United States;47093
Lincoln;388749;-1212943;United States;47030
New Philadelphia;404860;-814402;United States;46838
Mentor;416895;-813361;United States;46732
Carrollton;335819;-850837;United States;46695
Keller;329337;-972256;United States;46646
Galveston;292487;-948910;United States;46610
Middletown;415476;-726549;United States;46544
Leavenworth;393225;-949246;United States;46445
Elmhurst;418973;-879432;United States;46387
Sahuarita;319328;-1109654;United States;46385
Beavercreek;397312;-840627;United States;46376
Everett;424064;-710544;United States;46340
Littleton;395912;-1050193;United States;46333
Lufkin;313206;-947290;United States;46325
Tupelo;342637;-887298;United States;46095
Biloxi;304393;-889542;United States;45975
West Lafayette;404432;-869239;United States;45872
Newark;375204;-1220312;United States;45810
Marion;405933;-831237;United States;45718
Maricopa;330447;-1120164;United States;45666
Hollister;368564;-1213981;United States;45496
Oroville;395000;-1215647;United States;45445
Beaumont;339052;-1169760;United States;45349
Fort Pierce;274263;-803421;United States;45295
Manitowoc;440990;-876812;United States;45261
Quincy;399335;-913796;United States;45113
Eureka;407941;-1241568;United States;45091
Burleson;325200;-973341;United States;45016
Coachella;336910;-1161451;United States;44953
Sayreville;404655;-743237;United States;44905
Ocoee;285785;-815336;United States;44820
Hackensack;408889;-740461;United States;44756
Cutler Bay;255765;-803357;United States;44707
